jornada,equipo_local,equipo_visitante,cod_acta,link_acta
24,"U D IBIZA ""A""","PLATGES DE CALVIA ""A""",670729.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670729&cod_acta=670729
24,"PENYA CIUTADELLA ESPORTIVA ""A""",UD MAHON,670730.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670730&cod_acta=670730
25,UD MAHON,"PENYA ARRABAL ""A""",670731.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670731&cod_acta=670731
25,"FERRERIES ""A""","SD LA SALLE ""A""",670732.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670732&cod_acta=670732
25,"PENYA INDEPENDENT ""A""","MALLORCA ""B""",670733.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670733&cod_acta=670733
25,PALMA F.C.,"POBLENSE ""A""",670734.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670734&cod_acta=670734
25,"SAN FRANCISCO ""B""",SP. ATº CIUTAT DE PALMA,670735.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670735&cod_acta=670735
25,"SANTA CATALINA ATº ""A""","ANDRATX ""A""",,
25,"PLA DE NA TESA ""A""","MANACOR ""A""",670737.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670737&cod_acta=670737
25,"CONSTANCIA ""A""","U D IBIZA ""A""",670738.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670738&cod_acta=670738
25,"PLATGES DE CALVIA ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670739.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670739&cod_acta=670739
26,"SD LA SALLE ""A""","PENYA ARRABAL ""A""",670740.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670740&cod_acta=670740
26,"MALLORCA ""B""","FERRERIES ""A""",670741.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670741&cod_acta=670741
26,"POBLENSE ""A""","PENYA INDEPENDENT ""A""",670742.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670742&cod_acta=670742
26,SP. ATº CIUTAT DE PALMA,PALMA F.C.,670743.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670743&cod_acta=670743
26,"ANDRATX ""A""","SAN FRANCISCO ""B""",670744.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670744&cod_acta=670744
26,"MANACOR ""A""","SANTA CATALINA ATº ""A""",670745.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670745&cod_acta=670745
26,"U D IBIZA ""A""","PLA DE NA TESA ""A""",670746.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670746&cod_acta=670746
26,"PENYA CIUTADELLA ESPORTIVA ""A""","CONSTANCIA ""A""",670747.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670747&cod_acta=670747
26,"PLATGES DE CALVIA ""A""",UD MAHON,670748.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670748&cod_acta=670748
27,UD MAHON,"SD LA SALLE ""A""",670749.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670749&cod_acta=670749
27,"PENYA ARRABAL ""A""","MALLORCA ""B""",670750.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670750&cod_acta=670750
27,"FERRERIES ""A""","POBLENSE ""A""",670751.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670751&cod_acta=670751
27,"PENYA INDEPENDENT ""A""",SP. ATº CIUTAT DE PALMA,670752.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670752&cod_acta=670752
27,PALMA F.C.,"ANDRATX ""A""",670753.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670753&cod_acta=670753
27,"SAN FRANCISCO ""B""","MANACOR ""A""",670754.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670754&cod_acta=670754
27,"SANTA CATALINA ATº ""A""","U D IBIZA ""A""",670755.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670755&cod_acta=670755
27,"PLA DE NA TESA ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670756.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670756&cod_acta=670756
27,"CONSTANCIA ""A""","PLATGES DE CALVIA ""A""",670757.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670757&cod_acta=670757
28,"MALLORCA ""B""","SD LA SALLE ""A""",670758.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670758&cod_acta=670758
28,"POBLENSE ""A""","PENYA ARRABAL ""A""",670759.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670759&cod_acta=670759
28,SP. ATº CIUTAT DE PALMA,"FERRERIES ""A""",670760.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670760&cod_acta=670760
28,"ANDRATX ""A""","PENYA INDEPENDENT ""A""",670761.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670761&cod_acta=670761
28,"MANACOR ""A""",PALMA F.C.,670762.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670762&cod_acta=670762
28,"U D IBIZA ""A""","SAN FRANCISCO ""B""",670763.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670763&cod_acta=670763
28,"PENYA CIUTADELLA ESPORTIVA ""A""","SANTA CATALINA ATº ""A""",670764.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670764&cod_acta=670764
28,"PLATGES DE CALVIA ""A""","PLA DE NA TESA ""A""",670765.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670765&cod_acta=670765
28,"CONSTANCIA ""A""",UD MAHON,670766.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670766&cod_acta=670766
29,UD MAHON,"MALLORCA ""B""",670767.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670767&cod_acta=670767
29,"SD LA SALLE ""A""","POBLENSE ""A""",670768.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670768&cod_acta=670768
29,"PENYA ARRABAL ""A""",SP. ATº CIUTAT DE PALMA,670769.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670769&cod_acta=670769
29,"FERRERIES ""A""","ANDRATX ""A""",670770.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670770&cod_acta=670770
29,"PENYA INDEPENDENT ""A""","MANACOR ""A""",670771.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670771&cod_acta=670771
29,PALMA F.C.,"U D IBIZA ""A""",670772.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670772&cod_acta=670772
29,"SAN FRANCISCO ""B""","PENYA CIUTADELLA ESPORTIVA ""A""",670773.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670773&cod_acta=670773
29,"SANTA CATALINA ATº ""A""","PLATGES DE CALVIA ""A""",670774.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670774&cod_acta=670774
29,"PLA DE NA TESA ""A""","CONSTANCIA ""A""",670775.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670775&cod_acta=670775
3,PALMA F.C.,"PENYA INDEPENDENT ""A""",670533.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670533&cod_acta=670533
3,"SAN FRANCISCO ""B""","FERRERIES ""A""",670534.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670534&cod_acta=670534
3,"SANTA CATALINA ATº ""A""","PENYA ARRABAL ""A""",670535.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670535&cod_acta=670535
3,"PLA DE NA TESA ""A""","SD LA SALLE ""A""",670536.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670536&cod_acta=670536
3,"CONSTANCIA ""A""","MALLORCA ""B""",670537.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670537&cod_acta=670537
3,"PLATGES DE CALVIA ""A""","POBLENSE ""A""",670538.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670538&cod_acta=670538
3,"PENYA CIUTADELLA ESPORTIVA ""A""",SP. ATº CIUTAT DE PALMA,670539.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670539&cod_acta=670539
3,"U D IBIZA ""A""","ANDRATX ""A""",670540.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670540&cod_acta=670540
3,UD MAHON,"MANACOR ""A""",670541.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670541&cod_acta=670541
30,"POBLENSE ""A""","MALLORCA ""B""",670776.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670776&cod_acta=670776
30,SP. ATº CIUTAT DE PALMA,"SD LA SALLE ""A""",670777.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670777&cod_acta=670777
30,"ANDRATX ""A""","PENYA ARRABAL ""A""",670778.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670778&cod_acta=670778
30,"MANACOR ""A""","FERRERIES ""A""",670779.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670779&cod_acta=670779
30,"U D IBIZA ""A""","PENYA INDEPENDENT ""A""",670780.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670780&cod_acta=670780
30,"PENYA CIUTADELLA ESPORTIVA ""A""",PALMA F.C.,670781.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670781&cod_acta=670781
30,"PLATGES DE CALVIA ""A""","SAN FRANCISCO ""B""",670782.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670782&cod_acta=670782
30,"CONSTANCIA ""A""","SANTA CATALINA ATº ""A""",670783.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670783&cod_acta=670783
30,"PLA DE NA TESA ""A""",UD MAHON,670784.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670784&cod_acta=670784
31,UD MAHON,"POBLENSE ""A""",670785.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670785&cod_acta=670785
31,"MALLORCA ""B""",SP. ATº CIUTAT DE PALMA,670786.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670786&cod_acta=670786
31,"SD LA SALLE ""A""","ANDRATX ""A""",670787.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670787&cod_acta=670787
31,"PENYA ARRABAL ""A""","MANACOR ""A""",670788.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670788&cod_acta=670788
31,"FERRERIES ""A""","U D IBIZA ""A""",670789.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670789&cod_acta=670789
31,"PENYA INDEPENDENT ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670790.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670790&cod_acta=670790
31,PALMA F.C.,"PLATGES DE CALVIA ""A""",670791.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670791&cod_acta=670791
31,"SAN FRANCISCO ""B""","CONSTANCIA ""A""",670792.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670792&cod_acta=670792
31,"SANTA CATALINA ATº ""A""","PLA DE NA TESA ""A""",670793.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670793&cod_acta=670793
4,"PENYA INDEPENDENT ""A""",UD MAHON,670542.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670542&cod_acta=670542
4,"FERRERIES ""A""",PALMA F.C.,670543.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670543&cod_acta=670543
4,"PENYA ARRABAL ""A""","SAN FRANCISCO ""B""",670544.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670544&cod_acta=670544
4,"SD LA SALLE ""A""","SANTA CATALINA ATº ""A""",670545.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670545&cod_acta=670545
4,"MALLORCA ""B""","PLA DE NA TESA ""A""",670546.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670546&cod_acta=670546
4,"POBLENSE ""A""","CONSTANCIA ""A""",670547.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670547&cod_acta=670547
4,SP. ATº CIUTAT DE PALMA,"PLATGES DE CALVIA ""A""",670548.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670548&cod_acta=670548
4,"PENYA CIUTADELLA ESPORTIVA ""A""","ANDRATX ""A""",670702.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670702&cod_acta=670702
4,"MANACOR ""A""","U D IBIZA ""A""",670550.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670550&cod_acta=670550
5,"PENYA INDEPENDENT ""A""","FERRERIES ""A""",670551.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670551&cod_acta=670551
5,PALMA F.C.,"PENYA ARRABAL ""A""",670552.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670552&cod_acta=670552
5,"SAN FRANCISCO ""B""","SD LA SALLE ""A""",670553.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670553&cod_acta=670553
5,"SANTA CATALINA ATº ""A""","MALLORCA ""B""",670554.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670554&cod_acta=670554
5,"PLA DE NA TESA ""A""","POBLENSE ""A""",670555.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670555&cod_acta=670555
5,"CONSTANCIA ""A""",SP. ATº CIUTAT DE PALMA,670556.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670556&cod_acta=670556
5,"PLATGES DE CALVIA ""A""","ANDRATX ""A""",670557.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670557&cod_acta=670557
5,"PENYA CIUTADELLA ESPORTIVA ""A""","MANACOR ""A""",670558.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670558&cod_acta=670558
5,UD MAHON,"U D IBIZA ""A""",670559.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670559&cod_acta=670559
6,"FERRERIES ""A""",UD MAHON,670560.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670560&cod_acta=670560
6,"PENYA ARRABAL ""A""","PENYA INDEPENDENT ""A""",670561.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670561&cod_acta=670561
6,"SD LA SALLE ""A""",PALMA F.C.,670562.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670562&cod_acta=670562
6,"MALLORCA ""B""","SAN FRANCISCO ""B""",670563.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670563&cod_acta=670563
6,"POBLENSE ""A""","SANTA CATALINA ATº ""A""",670564.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670564&cod_acta=670564
6,SP. ATº CIUTAT DE PALMA,"PLA DE NA TESA ""A""",670565.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670565&cod_acta=670565
6,"ANDRATX ""A""","CONSTANCIA ""A""",670566.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670566&cod_acta=670566
6,"MANACOR ""A""","PLATGES DE CALVIA ""A""",670567.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670567&cod_acta=670567
6,"U D IBIZA ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670568.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670568&cod_acta=670568
7,"FERRERIES ""A""","PENYA ARRABAL ""A""",670569.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670569&cod_acta=670569
7,"PENYA INDEPENDENT ""A""","SD LA SALLE ""A""",670570.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670570&cod_acta=670570
7,PALMA F.C.,"MALLORCA ""B""",670571.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670571&cod_acta=670571
7,"SAN FRANCISCO ""B""","POBLENSE ""A""",670572.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670572&cod_acta=670572
7,"SANTA CATALINA ATº ""A""",SP. ATº CIUTAT DE PALMA,670573.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670573&cod_acta=670573
7,"PLA DE NA TESA ""A""","ANDRATX ""A""",670574.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670574&cod_acta=670574
7,"CONSTANCIA ""A""","MANACOR ""A""",670575.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670575&cod_acta=670575
7,"PLATGES DE CALVIA ""A""","U D IBIZA ""A""",670576.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670576&cod_acta=670576
7,UD MAHON,"PENYA CIUTADELLA ESPORTIVA ""A""",670577.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670577&cod_acta=670577
8,"PENYA ARRABAL ""A""",UD MAHON,670578.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670578&cod_acta=670578
8,"SD LA SALLE ""A""","FERRERIES ""A""",670579.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670579&cod_acta=670579
8,"MALLORCA ""B""","PENYA INDEPENDENT ""A""",670580.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670580&cod_acta=670580
8,"POBLENSE ""A""",PALMA F.C.,670581.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670581&cod_acta=670581
8,SP. ATº CIUTAT DE PALMA,"SAN FRANCISCO ""B""",670582.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670582&cod_acta=670582
8,"ANDRATX ""A""","SANTA CATALINA ATº ""A""",670583.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670583&cod_acta=670583
8,"MANACOR ""A""","PLA DE NA TESA ""A""",670584.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670584&cod_acta=670584
8,"U D IBIZA ""A""","CONSTANCIA ""A""",670585.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670585&cod_acta=670585
8,"PENYA CIUTADELLA ESPORTIVA ""A""","PLATGES DE CALVIA ""A""",670586.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670586&cod_acta=670586
9,"PENYA ARRABAL ""A""","SD LA SALLE ""A""",670587.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670587&cod_acta=670587
9,"FERRERIES ""A""","MALLORCA ""B""",717919.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=717919&cod_acta=717919
9,"PENYA INDEPENDENT ""A""","POBLENSE ""A""",670589.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670589&cod_acta=670589
9,PALMA F.C.,SP. ATº CIUTAT DE PALMA,670590.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670590&cod_acta=670590
9,"SAN FRANCISCO ""B""","ANDRATX ""A""",670591.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670591&cod_acta=670591
9,"SANTA CATALINA ATº ""A""","MANACOR ""A""",670592.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670592&cod_acta=670592
9,"PLA DE NA TESA ""A""","U D IBIZA ""A""",670593.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670593&cod_acta=670593
9,"CONSTANCIA ""A""","PENYA CIUTADELLA ESPORTIVA ""A""",670594.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670594&cod_acta=670594
9,UD MAHON,"PLATGES DE CALVIA ""A""",670595.0,https://www.ffib.es/Fed/NPcd/NFG_CmpPartido?cod_primaria=1000110&CodActa=670595&cod_acta=670595
